39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
62, ?, 94649, Bachelors, 13, Ma9, Never-marrseHe, Cropcve-serv, Husb4064Ma0sb55d1, Male, 0, 0, 48, Uni30d-States, <, 270512, Private, 322674, Some-college, 19, Never-married,ieOwdlers-apcve-serv, Husb0Ma0Ma40Ma, Male, 0, 0, 48, Uni49d-States, <287647Fe Private, 1649559, e, 1Ss, ,ieNever-marriedpcve-serv, Husb4787, 0sb45Ma, Male, 0, 0, 4> Uni37d-SStates, >50K
23 <183735Federal-gov, 33863, HS-grad, 9, Married-civ-spouseHe, Crapcve-serv, Husb3137Ma0Ma30Ma, Male, 0, 0, 48, Uni42d-States, <100800Federal-gov,, Some-college, 1rried-civ-sp HNever-marriedpcve-serv, Husb0Ma0sb40Ma, Male, 0, 0, 48, Uni62d1States, <155094 >50K
62, ?, 94649, Bachelors, 13, MaEd, 9, Separavo Hiv-spcve-servin- Husb0, 0sb45Ma, Male, 0, 0, 4> Uni67d-?iH102693Federal-gov,,95985,e, 1?iHNever-marriedpcve-serv, Husb1086Ma0Ma35Ma, Male, 0, 0, 48, Uni31d1States, <1510532, Private, 310632, Some-college, 10, Married-civ-spoildseHe, Cra 1ve-serv, Husb5178Ma0sb40Ma, Male, 0, 0, 4> Uni50d-States, <54836149, Private, 82649, Bachelors, 13, Mar, 9, Marri, HHe, Cropcve-serv, Husb0Ma0Ma20Ma, Male, 0, 0, 4> Uni33d-States, <17385849, Private, 82649, Bachelors, 13, MaAad, 9, Divo HOd, Craft-repspcA, Not-in-family Crv, Husb0Ma0sb40MaInd N 48, Uni27d1States, <3471532, Private, 322674, Some-college, 1rried-civ-spoild HOd, Craft-repspcve-serv, Husb0, 0sb40Ma, Male, 0, 0, 48, Uni31d-States, <319146 >50K
62, ?, 94649, Bachelors, 13, Married-civ-sp HHe, Cropcve-serv, Husb4386Ma0sb40MaMexico 4> Uni35d-States, <1977192, Private, 322674, Some-college, 1rried-civ-spouse, HOd, Craft-repspcAme-cInd Nn-Eskimorv, Husb0Ma0Ma40Ma, Male, 0, 0, 48, Uni55d-States, <1971142, Private, 310632, Some-college, 10, Married-civ-spoildseHe, Crapcve-serv, Husb0Ma0, 6Ma, Male, 0, 0, 4> Uni54d-SStates, >50K
23 <10941849, Private, 82649, Bachelors, 13, MaEd, 9, Separavo Hiv-spcve-servin- Husb0, 1977sb35Ma, Male, 0, 0, 4> Uni56d1States, <18206249, Private, 82649, Bachelors, 13, Mar, 9, Marri, HHe, Cropcve-serv, Husb0Ma0Ma48Ma, Male, 0, 0, 4> Uni21d-States, <184543 >50K
62, ?, 94, Some-college, 1Aad, 9, Divo HNever-marriedpcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni66d-States, <175558d-7th-8riva4,95985,e, 19, Never-marr HNever-marriedpcve-servin- Husb0, 0sb20MaGer, Sy 48, Uni46d-States, <122026Federal-gov, 33863, HS-grad, 9, Married-civ-sp HHe, Cropcve-serv, Husb0, 0sb50Ma, Male, 0, 0, 48, Uni23d-States, <340543,9, Private, 82, Some-college, 1Ed, 9, Separavo HNever-marriedpcve-servin- Husb0, 0sb38Ma, Male, 0, 0, 48, Uni43d-States, <101950Fe Private, 1, Some-college, 1Ed, 9, SeparavoieNever-marriedpcve-servin- Husb0, 0sb45Ma, Male, 0, 0, 48, Uni40d1States, <179508Federal-gov, 33863, HS-grad, 9, Married-civ-spouse,seHe, Crapcve-serv, Husb0Ma0sb55Ma, Male, 0, 0, 48, Uni52d1States, <225317075th-6te-g2649, Bachelors, 13, Married-civ-sp HHe, Cropcve-serv, Husb0, 0sb40MaMexico 48, Uni59d-States, <, 5330449, Private, 82649, Bachelors, 13, Married-civ-spouseHe, Crapcve-serv, Husb0, 0sb50Ma, Male, 0, 0, 4> Uni36d-States, <, 282602 >50K
62, ?, 94  Some-coe, 1Aad, 9, Divo HOwdlers-apce, Norvin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni33d-States, <184016Federal-gov,, Some-college, 1rried-civ-spoildieNever-marriedpcve-serv, Husb0Ma0sb40Ma, Male, 0, 0, 48, Uni20d-States, <250165Federal-gov, 33863, HS-grad, 9, MaSs, ,ieHe, Cropcve-serv, Husb0Ma0Ma40Ma, Male, 0, 0, 48, Uni21d-States, <196467Federal-gov,, Some-college, 1rried-civ-spouse, HNever-marriedpcve-serv, Husb0Ma0sb35Ma, Male, 0, 0, 48, Uni59da? 4220783 State-g6,95985,e, 1?iHUn, Crafa 1ve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni42d-SStates, >50K
23 <178780Fe Private, 101825, Masters, 14, MaEd, 9, SeparavoseHe, Crapcve-serv, Husb0Ma0sb50Ma, Male, 0, 0, 4> Uni62d1States, <65868Federal-gov,  5985,e, 1Ss, ,ieNever-marriedpcve-servin- Husb0, 0sb43Ma, Male, 0, 0, 48, Uni54d1States, <35459Federal-gov,, Some-college, 1Ss, ,ieNever-marriedpcve-serv, Husb0Ma0sb40Ma, Male, 0, 0, 48, Uni35d-States, <98986d-7th-8riva4, Some-college, 1rried-civ-spouse, HOwdlers-apcve-servin- Husb0, 0sb30Ma, Male, 0, 0, 48, Uni36d1States, <282092lf-emp-inc, 163207Some-college, 1r, 9, Marri,ieNever-marriedpcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni21d-States, <140764Federal-gov,, Some-college, 1Aad, 9, Divo HOd, Craft-repspcve-servin- Husb0, 0, 45Ma, Male, 0, 0, 48, Uni30d-States, <33124Federal-gov,  Some-coe, aFarmild-fishildiHUn, Crafa 1ve-servin- Husb0, 0sb14Ma, Male, 0, 0, 48, Uni46d-States, <900422, Private, 310632, Some-college, 10, Married-civ-sp HHe, Cropcve-serv, Husb0, 0sb40Ma, Male, 0, 0, 4> Uni32d-States, <102986075th-6te-g2649, Bachelors, 13, Married-civ-spouse, Hiv-spcA, Not-in-family Crvin- Husb0, 0sb40MaLao, 4> Uni21d-States, <2143872, Private, 322674, Some-college, 1Ss, , HOd, Craft-repspcve-serv, Husb0, 0sb64Ma, Male, 0, 0, 48, Uni39d1States, <180667Federal-gov,, Some-college, 1Aad, 9, Divo HNever-marriedpcve-serv, Husb0Ma0sb40Ma, Male, 0, 0, 48, Uni54d1States, <278329Federal-gov,  SomBache, 10, -absent 1Ed, 9, SeparavoieNever-marriedpcve-servin- Husb0, 0sb43Ma, Male, 0, 0, 48, Uni32d-States, <1844402, Private, 310632, Some-college, 10, Married-civ-spouse,seHe, Crapcve-serv, Husb3464Ma0, 40Ma, Male, 0, 0, 48, Uni23d-States, <140462Federal-gov,, Some-college, 1rried-civ-spouse, HOwdlers-apcve-serv, Husb0Ma0Ma40Ma, Male, 0, 0, 48, Uni42d-States, <2025659, st-4te-g2, Some-college, 10, Married-civ-spouse,seHe, Crapcve-serv, Husb0Ma0Ma40MaItaedpc8, Uni62d-?iH181063 State-g6,95985,e, 1?iHNever-marriedpcve-servin- Husb0, 0sb30Ma, Male, 0, 0, 48, Uni28d-States, <2872682, Private, 322674, Some-college, 19, Never-marr HNever-marriedpcve-serv, Husb0Ma0sb35Ma, Male, 0, 0, 48, Uni28d-States, <215955Federal-gov, 33863, HS-grad, 9, Married-civ-sp HHe, Cropcve-serv, Husb0, 0sb40Ma, Male, 0, 0, 48, Uni35d-States, <82552lf-emp-inc, 1632 33863, HS-grad, 9, Mar, 9, Marri, HHe, Cropcve-serv, Husb0Ma0Ma40Ma, Male, 0, 0, 48, Uni19d1States, <417452, Private, 322674, Some-college, 1Ed, 9, Separavo HOwdlers-apcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni27d1States, <73587Federal-gov,, Some-college, 19, Never-married,ieNever-marriedpce, Norv, Husb0, 0sb35Ma, Male, 0, 0, 48, Uni54d1States, <2639259, st-4te-g2, Some-college, 10, Married-civ-spoildseHe, Crapcve-serv, Husb0Ma0, 50Ma, Male, 0, 0, 48, Uni19d1States, <196119Federal-gov,, Some-college, 1Ss, ,ieOwdlers-apcve-servin- Husb0, 0sb35Ma, Male, 0, 0, 48, Uni27d-States, <2847412, Private, 322674, Some-college, 1Ss, ,ieNever-marriedpcve-servin- Husb0, 0sb30Ma, Male, 0, 0, 48, Uni30d-States, <293936Federal-gov,, Some-college, 19, Never-marr HNever-marriedpcve-serv, Husb0Ma0sb50sb? 48, Uni35d-States, <340428lf-emp-inc, 163207Some-college, 1Aad, 9, Divo HNever-marriedpcve-servin- Husb0, 0sb35Ma, Male, 0, 0, 48, Uni66d1?iH1758912,9te-g5, Some-college, 10, Ma?seHe, Cropcve-serv, Husb0Ma0Ma40Ma, Male, 0, 0, 48, Uni19d-States, <, 2769732, Private, 322674, Some-college, 1rried-civ-spouieOwdlers-apcve-servin- Husb0, 0sb20Ma, Male, 0, 0, 48, Uni30d-States, <161599Federal-gov, 33863, HS-grad, 9, Ma9, Never-married,ieHe, Crapcve-serv, Husb0, 0sb40Ma, Male, 0, 0, 4> Uni32d-States, <14406449, Private, 8207Some-college, 1r, 9, Marri,ieNever-marriedpcve-serv, Husb0Ma0Ma40Ma, Male, 0, 0, 48, Uni31d-States, <2363912, Private, 322674, Some-college, 1Ss, ,ieNever-marriedpcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni26d1States, <224943 >50K
62, ?, 94, Some-college, 1Ss, ,ieOd, Craft-repspce, Norv, Husb0Ma0, 65Ma, Male, 0, 0, 48, Uni44d1States, <1512942, Private, 322674  5985,e, 1Ss, ,ieNever-marriedpcve-servin- Husb0, 0sb25Ma, Male, 0, 0, 48, Uni52d1States, <6898249, Private, 82649, Bachelors, 13, MaEd, 9, SeparavoseHe, Crapcve-serv, Husb0Ma0sb50Ma, Male, 0, 0, 4> Uni30d-States, <2418852, Private, 310632, Some-college, 10, MaFarmild-fishildseHe, Crapcve-serv, Husb0Ma0Ma40Ma, Male, 0, 0, 48, Uni32d-SStates, >50K
23 <189461Federal-gov,, Some-college, 19, Never-marr HNever-marriedpcve-servin- Husb0Ma0sb60Ma, Male, 0, 0, 48, Uni19d-SStates, >50K
23 <36012Federal-gov,, Some-college, 1rried-civ-sp HOwdlers-apcve-serv, Husb0Ma0Ma40Ma, Male, 0, 0, 48, Uni33d-States, <85355Federal-gov,  Some-coe, 1rried-civ-spouse, HNever-marriedpcve-serv, Husb0Ma0sb30Ma, Male, 0, 0, 48, Uni20d-States, <1575952, Private, 322674, Some-college, 19, Never-married,ieNever-marriedpcve-serv, Husb0Ma0Ma40Ma, Male, 0, 0, 48, Uni61d-States, <197286d-7th-8riva4, Some-college, 10, Married-civ-spouse, HHe, Crapcve-serv, Husb0Ma0Ma40Ma, Male, 0, 0, 48, Uni33d-States, <3627472, Private, 322674, Some-college, 19, Never-marr HNever-marriedpce, Norvin- Husb0, 0sb35Ma, Male, 0, 0, 48, Uni24d1States, <3952972, Private, 322674, Some-college, 1Ss, ,ieOwdlers-apcve-servin- Husb0, 0sb35Ma, Male, 0, 0, 48, Uni31d-SStates, >50K
23 <14494949, Private, 82079559, e, 1rried-civ-sp HNever-marriedpcve-serv, Husb0Ma0sb60Ma, Male, 0, 0, 48, Uni20d1?iH163665Federal-gov,, Some-college, 1?,eOwdlers-apcve-servin- Husb0, 0sb20Ma, Male, 0, 0, 48, Uni32d-States, <141490 >50K
62, ?, 94, 9559, e, aEd, 9, Separavo HUn, Crafopcve-servin- Husb0, 0sb50Ma, Male, 0, 0, 48, Uni29d1States, <147889lf-emp-inc, 1632 33863, HS-grad, 9, Mar, 9, Marri, Hiv-spcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni61d-States, <232808 State-g6079559, e, 19, Never-marr HNever-marriedpcve-serv, Husb0Ma0Ma24Ma, Male, 0, 0, 48, Uni48d1States, <70668Federal-gov, 33863, HS-grad, 9, Married-civ-spouse, Hiv-spcve-servin- Husb0, 0sb50Ma, Male, 0, 0, 48, Uni29d1States, <=50K33315lf-emp-inc, 1632079559, e, 1Aad, 9, Divo HNever-marriedpcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni61d-?,e635269, 2te-g8, Some-college, 1?seNever-marriedpce, Norv, Husb0Ma0sb52d1, Male, 0, 0, 48, Uni34d1States, <5917112, Private, 322674, Some-college, 19, Never-married,ieNever-marriedpce, Norv, Husb0, 0sb48sb? 48, Uni22d-States, <200318lf-emp-inc, 163207Some-college, 1Aad, 9, Divo HNever-marriedpcve-servin- Husb0, 0sb15Ma, Male, 0, 0, 48, Uni32d-States, <97723Federal-gov, 33863, HS-grad, 9, Married-civ-sp HHe, Cropcve-serv, Husb0, 1672sb40Ma, Male, 0, 0, 48, Uni38d-States, <109231Federal-gov, 33863, HS-grad, 9, Married-civ-sp HHe, Cropcve-serv, Husb0, 0sb40Ma, Male, 0, 0, 48, Uni27d1States, <1028892, Private, 322674079559, e, 1rried-civ-spouse,seUn, Crafopcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni26d1States, <167106Federal-gov,, Some-college, 1rried-civ-sp HOd, Craft-repspcA, Not-in-family Crv, Husb0Ma0sb40MaHong 48, Uni35d-States, <182898Federal-gov,, Some-college, 1Aad, 9, Divo HNever-marriedpcve-serv, Husb8614Ma0, 40Ma, Male, 0, 0, 4> Uni62d1States, <197918Federal-gov,079559, e, 1Aad, 9, Divo HUn, Crafopcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni28d-States, <67386Federal-gov,, Some-college, 19, Never-marr HUn, Crafopcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni50d-States, <126592Federal-gov,  Some-coe, 1rried-civ-sp HNever-marriedpce, Norv, Husb0, 0sb40Ma, Male, 0, 0, 48, Uni34d1States, <49469,9, Private, 82, Some-college, 1Ss, ,ieNever-marriedpcve-serv, Husb99999, 0sb50Ma, Male, 0, 0, 4> Uni37d-SStates, >50K
23 <119929Federal-gov, 33863, HS-grad, 9, Married-civ-sp HHe, Cropcve-serv, Husb0, 0sb40Ma, Male, 0, 0, 48, Uni63d-States, <1581999, st-4te-g2  5985,e, 1rried-civ-spouse,seUn, Crafopcve-servin- Husb0, 0sb44d1Sri,ugal 48, Uni35d-States, <3411022,9te-g5, Some-college, 19, Never-married,ieNever-marriedpce, Norv, Husb0, 0sb40Ma, Male, 0, 0, 48, Uni55d-States, <10152449, Private, 82649, Bachelors, 13, MaSs, ,ieHe, Cropcve-serv, Husb0Ma0Ma40Ma, Male, 0, 0, 4> Uni40d1States, <202872Federal-gov, 33863, HS-grad, 9, MaSs, , Hiv-spcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 4> Uni25d1States, <195201Federal-gov, 33863, HS-grad, 9, MaSs, ,ieHe, Cro 19, Nerv, Husb0Ma0sb50Ma, Male, 0, 0, 48, Uni51d-States, <1282722, Private, 310632, Some-college, 10, MaEd, 9, SeparavoseHe, Crapcve-serv, Husb0Ma0sb40Ma, Male, 0, 0, 48, Uni37d-States, <26309449, Private, 82649, Bachelors, 13, MaEd, 9, SeparavoseHe, Crapcve-serv, Husb7298Ma0sb40Ma, Male, 0, 0, 4> Uni54d-SStates, 
23 <35759649, Private, 82649, Bachelors, 13, MaEd, 9, SeparavoseHe, Crapcve-serv, Husb7298Ma0sb55Ma, Male, 0, 0, 4> Uni47d-States, <, 1026282, Private, 310632, Some-college, 10, Ma9, Never-marrseHe, Cropcve-serv, Husb0Ma0sb40Ma, Male, 0, 0, 4> Uni26d1States, <17111449, Private, 8207Some-college, 1Ed, 9, Separavo HOwdlers-apcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni46d-States, <216414 >50K
62, ?, 94649, Bache, 10, -absent 1rried-civ-sp HUn, Crafapcve-serv, Husb0Ma0, 402,, Male, 0, 0, 48, Uni24d-States, <1277539, 2te-g8, Some-college, 1rried-civ-sp HOd, Craft-repspcve-serv, Husb0Ma0, 402,, Male, 0, 0, 48, Uni19d1States, <282698d-7th-8riva4, Some-college, 1Aad, 9, Divo HOwdlers-apcve-serv, Husb0Ma0, 80Ma, Male, 0, 0, 48, Uni35d-States, <139364Federal-gov, 33863, HS-grad, 9, MaSs, ,seHe, Crapcve-serv, Husb0Ma19022,40Ma, Male, 0, 0, 4> Uni36d-States, <, 312785,9, Private, 82, Some-college, 1rried-civ-spouieOwdlers-apce, Norv, Husb0Ma0Ma35Ma, Male, 0, 0, 48, Uni18d-States, <928649, 2te-g8, Some-college, 19, Never-marr HOwdlers-apcve-servin- Husb0, 0sb20Ma, Male, 0, 0, 48, Uni46d-States, <, 175428Fe Private, 101825, Masters, 14, Married-civ-spouseHe, Crapcve-serv, Husb0, 0sb40Ma, Male, 0, 0, 4> Uni30d-States, <104223Federal-gov,, Some-college, 19, Never-marr HUn, Crafapce, Norvin- Husb0, 0sb32Ma, Male, 0, 0, 48, Uni29d1States, <144784Federal-gov,, Some-college, 19, Never-marr HNever-marriedpce, Norvin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni65d-States, <178934Federal-gov,  5985,e, 19, Never-marr HUn, Crafapce, Norvin- Husb0, 0sb20sbJamaDiv 48, Uni41d-States, <211253Fe Private, 101825, Masters, 14, MaEd, 9, Separavo Hiv-spcve-servin- Husb0, 0, 40Ma, Male, 0, 0, 4> Uni34d-States, <13312249, Private, 82649, Bachelors, 13, MaEd, 9, SeparavoseHe, Crapcve-serv, Husb0Ma0sb40Ma, Male, 0, 0, 48, Uni58d-States, <103540d-7th-8riva4, Some-college, 10, Married-civ-spoildseHe, Crapce, Norv, Husb0Ma0sb40Ma, Male, 0, 0, 48, Uni39d-States, <=5172700Federal-gov,, Some-college, 19, Never-marr HUn, Crafopce, Norvin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni21d1States, <2824842, Private, 322674, Some-college, 19, Never-marr HOwdlers-apcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni31d-States, <323055Federal-gov, 33863, HS-grad, 9, Married-civ-spoildseHe, Crapcve-serv, Husb0Ma0, 50Ma, Male, 0, 0, 4> Uni33d-States, <=5291494MaDoctores, <16649, Bachelors, 13, Married-civ-spouseHe, Crapcve-serv, Husb0, 0sb50Ma, Male, 0, 0, 4> Uni28d-States, <21470249, Private, 82649, Bachelors, 13, MaEd, 9, SeparavoseHe, Crapcve-serv, Husb0Ma0sb60Ma, Male, 0, 0, 48, Uni32d-States, <116055Federal-gov,, Some-college, 1Aad, 9, Divo HUn, Crafopce, Norvin- Husb2977Ma0Ma35Ma, Male, 0, 0, 48, Uni32d-States, <226696,9, Private, 8207Some-college, 1Ed, 9, Separavo HNever-marriedpcve-serv, Husb0Ma0Ma55Ma, Male, 0, 0, 4> Uni31d-States, <216827Federal-gov,  Some-coe, 19, Never-marr HUn, Crafopce, Norvin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni41d-SStates, >50K
23 <153132Married-choose,15649, Bachelors, 13, MaEd, 9, SeparavoseHe, Crapcve-serv, Husb15024, 0sb40Ma, Male, 0, 0, 4> Uni48d-States, <30744049, Private, 82649, Bachelors, 13, Mar, 9, Marri,seHe, CrapcA, Not-in-family Crv, Husb0, 0sb45d1Srs-ippd-cs 4> Uni27d-States, <278122Federal-gov,, Some-college, 1rried-civ-spoildieOwdlers-apcve-serv, Husb0Ma0Ma40Ma, Male, 0, 0, 48, Uni45d-States, <122195Federal-gov,  5985,e, 1rried-civ-sp HUn, Crafopce, Norvin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni34d-SStates, >50K
23 <156890Federal-gov, 33863, HS-grad, 9, MaEd, 9, SeparavoseHe, Crapcve-serv, Husb0Ma0Ma50Ma, Male, 0, 0, 48, Uni17d1States, <36877 State-g6, Some-college, 1Ss, ,ieOwdlers-apcve-servin- Husb0, 0sb10Ma, Male, 0, 0, 48, Uni25d1States, <131178Federal-gov,, Some-college, 19, Never-married,ieOwdlers-apce, Norv, Husb0Ma0Ma23Ma, Male, 0, 0, 48, Uni34d-SStates, 
23 <62396,9, Private, 8207Some-college, 1rried-civ-spou HNever-marriedpcve-servin- Husb0Ma0sb62Ma, Male, 0, 0, 4> Uni33d-States, <73054Federal-gov,079559, e, 1Ss, ,ieUn, Crafopcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni21d1States, <968442, Private, 322674, Some-college, 1Aad, 9, Divo HNever-marriedpcve-servin- Husb0, 0sb20Ma, Male, 0, 0, 48, Uni22d-States, <324922Federal-gov,, Some-college, 1rried-civ-spouse, HNever-marriedpcve-serv, Husb0Ma0Ma50Ma, Male, 0, 0, 48, Uni61d-States, <1306842, Private, 310632, Some-college, 10, Married-civ-spouseHe, Crapcve-serv, Husb0, 0sb42Ma, Male, 0, 0, 48, Uni40d1States, <178983Federal-gov, 33863, HS-grad, 9, MaAad, 9, Divo Hiv-spcve-servin- Husb0, 0sb30Ma, Male, 0, 0, 4> Uni58d-States, <810382, Private, 310632, Some-college, 10, MaSs, ,ieHe, Cropcve-serv, Husb0Ma0Ma12Ma, Male, 0, 0, 48, Uni30d1States, <1519672, Private, 310632, Some-college, 10, Married-civ-sp HHe, Cropcve-serv, Husb0, 0sb582,, Male, 0, 0, 48, Uni24d-States, <278107Federal-gov,, Some-college, 1rried-civ-sp HOwdlers-apcve-serv, Husb0Ma0sb60Ma, Male, 0, 0, 48, Uni52d-SStates, >50K
23 <1831469, 2te-g8 33863, HS-grad, 9, MaEd, 9, SeparavoseHe, Crapcve-serv, Husb0Ma0Ma50Ma, Male, 0, 0, 4> Uni50d-States, <183638Federal-gov,  5985,e, 1Ss, ,ieUn, Crafopcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni49d-States, <2478922, Private, 310632, Some-college, 10, Married-civ-sp HHe, Crapce, Norv, Husb0Ma0sb30Ma, Male, 0, 0, 48, Uni22d-States, <221480Federal-gov,, Some-college, 1Aad, 9, Divo HOwdlers-apcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni32d-States, <11855149, Private, 82649, Bachelors, 13, MaAad, 9, Divo Hiv-spcve-servin- Husb0, 0sb35sb? 4> Uni21d-States, <5185302, Private, 322674, Some-college, 1Aad, 9, Divo HOwdlers-apcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni25d1States, <1937872, Private, 322674, Some-college, 1rried-civ-spouse, HOwdlers-apcve-servin- Husb0, 0sb50Ma, Male, 0, 0, 48, Uni34d-SStates, 
23 <157466Federal-gov, 33863, HS-grad, 9, MaAad, 9, Divo HHe, Crapcve-serv, Husb0, 0sb45Ma, Male, 0, 0, 48, Uni48d1States, <141511 State-g6 33863, HS-grad, 9, MaEd, 9, SeparavoseHe, Crapcve-serv, Husb0Ma0Ma45Ma, Male, 0, 0, 4> Uni61d1?iH158712Federal-gov,079559, e, 1?iHNever-marriedpcve-servin- Husb0, 0sb99Ma, Male, 0, 0, 48, Uni21d1States, <2522532, Private, 322674, Some-college, 1Aad, 9, Divo HUn, Crafopce, Norvin- Husb0Ma0sb40Ma, Male, 0, 0, 48, Uni20d-States, <200450d-7th-8riva4, Some-college, 1rried-civ-spouse, HOwdlers-apcve-servin- Husb0, 0sb52d1, Male, 0, 0, 48, Uni30d-States, <=53437892, Private, 310632, Some-college, 10, MaAad, 9, Divo HHe, Crapcve-serv, Husb0, 0sb40Ma, Male, 0, 0, 4> Uni44d-States, <277647Federal-gov, 33863, HS-grad, 9, MaSs, ,seHe, Crapcve-serv, Husb0Ma19022,40Ma, Male, 0, 0, 4> Uni44d-States, <291566Federal-gov,, Some-college, 1rried-civ-sp HNever-marriedpce, Norv, Husb0, 0sb60Ma, Male, 0, 0, 48, Uni29d1States, <151382Federal-gov, 33863, HS-grad, 9, Married-civ-spoildseHe, Crapcve-serv, Husb0Ma0, 60Ma, Male, 0, 0, 48, Uni31d-States, <221167Married-choose,15 79559, e, 1r, 9, Marri,ieNever-marriedpcve-servin- Husb0, 0sb35Ma, Male, 0, 0, 48, Uni35d1States, <196178Federal-gov, 33863, HS-grad, 9, Married-civ-sp HHe, Cropcve-serv, Husb0, 0sb40Ma, Male, 0, 0, 48, Uni27d1States, <302422Federal-gov,, Some-college, 1Aad, 9, Divo HNever-marriedpcve-serv, Husb0Ma0Ma40Ma, Male, 0, 0, 48, Uni26d1States, <37379,9, Private, 82, Some-college, 1Ed, 9, Separavo HNever-marriedpcve-servin- Husb0, 0, 45Ma, Male, 0, 0, 48, Uni37d-SStates, >50K
23 <825402,9te-g5 33863, HS-grad, 9, Married-civ-spoildseHe, Crapcve-serv, Husb0Ma0, 70Ma, Male, 0, 0, 4> Uni33d-SStates, >50K
